"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
54,8065.38844,13930.34782,178.55552,5686.15267,342.52931,53.13438,19.23567
54,8141.00519,17354.85906,182.25172,19151.1875,244.72832,71.54124,8.08754
54,8206.17319,12873.09385,235.61557,10848.82376,310.85072,49.04473,16.15235
54,8193.88096,15891.30198,169.05043,5942.34141,319.26268,60.55089,18.81194
54,8267.08122,19548.05249,60.06939,664.11738,273.56859,42.14193,16.78789
54,8317.88761,34958.06298,147.08714,3426.12405,320.69418,49.86561,20.48918
54,8335.84611,32424.39358,692.16158,168090.7847,0,41.40038,7.7214
54,8441.71016,37916.85692,100.56106,3275.63107,343.15909,52.73328,10.99373
54,8558.65388,14918.94821,103.4004,1495.64865,321.24609,46.22087,22.02999
54,8628.7958,51110.20343,96.4121,2189.09135,493.18246,58.94839,16.8143
54,8829.20391,2855.00127,286.87974,11251.34072,206.43991,41.26225,19.36229
54,8532.97858,16010.0104,177.1083,5898.75513,267.85367,53.96493,18.53849
54,8698.61476,18591.41803,109.90997,6593.5571,237.52277,38.29198,4.92751
54,8682.48525,51542.99974,176.67098,11412.32993,365.77415,62.86843,11.1727
54,8686.35698,12829.79185,220.28803,7375.56975,298.38428,48.71016,20.58087
54,8844.11877,16553.72949,120.34665,3095.44434,294.87591,57.35592,17.67157
54,8691.57847,20030.39398,156.7671,5185.32713,234.49293,35.78868,11.23119
54,8779.42893,34466.35912,114.57818,2018.59239,307.3662,45.55984,19.61802
54,8812.80806,10990.23438,98.2184,2140.3288,286.35282,38.24524,11.74761
54,8790.87014,37304.05339,108.14551,3892.03533,309.83254,51.2003,10.34211
54,8848.90805,52104.40746,207.98471,6535.49482,314.31083,44.73047,19.08281
54,8991.39203,15054.1241,92.5692,2131.5641,304.75106,52.84066,14.39455
54,9138.72964,38219.75024,216.99266,8549.99391,311.80679,51.27946,18.16012
54,9200.76219,50979.60242,132.71692,3572.01578,489.25732,71.28237,22.88365
54,9179.28406,36593.79365,146.60833,7059.52943,279.57383,45.77454,9.24087
54,9201.79695,16633.70458,102.85757,6864.8706,260.8218,57.58169,6.07114
54,9293.37657,50904.03086,415.16646,57974.68616,294.91333,81.28041,15.35643
54,9432.94102,13366.24509,259.70928,18433.45013,315.26324,78.80647,18.3846
54,9316.66788,14376.36853,122.7239,6552.00713,323.59385,67.84611,10.3172
54,9274.37033,36887.27363,175.32557,7005.22224,279.76462,62.745,17.76799
54,9426.30635,17838.57176,92.91893,1224.45629,230.6131,33.04985,15.91012
54,9492.85882,12586.24355,263.50141,15838.80862,252.3408,55.25223,15.53852
54,9388.02073,38199.4698,195.03253,11726.84917,267.52828,50.65668,10.70501
54,9395.42669,52102.03317,237.09207,10733.16869,257.83264,44.28824,14.97611
54,9442.731,13324.74408,202.08544,11107.83798,342.13899,78.24373,18.43514
54,9512.8506,15748.34033,108.18116,1450.77592,233.12491,22.99079,12.72405
54,9839.25081,41980.78381,193.02304,3614.33654,222.61113,37.6943,25.05585
54,9772.46041,50846.75046,218.29313,23957.64242,380.4393,74.55154,9.57642
54,9918.44642,37364.35293,163.91723,3721.63012,299.49687,43.00778,20.15702
54,9913.94664,13934.30713,132.34794,6935.45669,312.75778,61.27929,10.21247
54,10017.46928,37836.37074,148.46229,8172.7569,283.35449,41.8608,7.56089
54,10004.99649,47322.58608,127.89298,3856.5957,246.73959,34.53236,9.86007
54,10009.77962,41829.13015,301.81464,13566.63796,159.89562,37.93555,16.40861
54,10131.35454,42569.99049,83.122,972.96626,235.63669,34.71006,17.02417
54,10307.40831,11908.28924,211.02483,9529.92226,229.95989,72.0054,21.52542
54,10287.21363,13256.82453,110.80963,7291.93416,374.95977,73.41782,8.26613
54,10309.10491,509.62926,120.52148,3038.93931,349.33796,64.02784,20.09334
54,10431.00303,6097.47166,147.59855,2025.40739,309.72963,40.21156,28.1032
54,10085.73718,50423.60916,747.62665,238199.69429,0.00001,52.66751,8.0045
54,10336.32493,39658.16819,199.54315,5596.03089,190.4904,32.56094,15.12272
54,10365.33103,50933.99608,243.52243,13512.639,307.44372,66.51677,18.66121
54,10539.39147,12058.96697,81.04742,1367.02681,346.71241,76.99825,25.24374
54,10508.7136,42650.85545,110.39533,2086.93882,223.46709,32.63707,12.87359
54,10414.48278,12855.91324,508.45551,143999.09204,0,85.76714,9.82615
54,10641.25842,47783.37472,121.169,3421.21349,234.96783,31.86557,9.29382
54,10837.56528,10903.77785,265.87435,12061.64427,233.48461,36.77508,13.97114
54,10750.3245,857.80985,109.17262,3918.97245,267.76754,48.02549,9.84003
54,10765.54215,49785.63433,120.88761,2354.1037,269.95136,49.72989,20.32293
54,10805.66184,1769.99277,196.49307,8225.08977,231.96689,44.83233,13.66889
54,10888.95612,2169.80529,170.62808,4650.82066,262.3776,52.55015,21.24911
54,10921.41591,3487.50195,159.64252,10024.38915,292.80734,58.03773,9.67054
54,10903.44558,10290.1614,143.67018,4063.8496,279.42811,63.48472,20.9417
54,10899.65805,10333.54657,156.58584,4592.14337,276.99889,64.24551,22.17432
54,10907.19248,11737.7309,119.32128,3893.41238,299.58544,59.82931,14.44897
54,10805.49539,12519.82422,427.03389,23018.32229,225.49443,49.69739,25.01659
54,11085.98207,50355.62686,239.91414,24008.5316,237.8185,63.75354,9.87711
54,11097.30222,43581.55947,116.49548,3601.18385,204.06004,27.96697,7.32767
54,11044.95208,48793.83299,122.19133,11624.2252,249.10003,48.35137,4.29914
54,11115.27091,7239.41992,145.98717,2495.42966,388.26938,71.14198,39.21858
54,11158.07318,8137.77216,355.70826,60807.25913,109.39477,64.10855,8.60329
54,11242.20506,9733.02151,112.83592,4854.20988,265.6269,48.85318,8.63825
54,11247.14078,11236.03973,133.58579,2755.89297,317.52255,47.5934,20.17271
54,11294.18416,5631.31684,138.82554,4773.64482,314.99838,50.15192,13.30701
54,11269.26958,8497.99821,192.22986,7281.15353,358.38373,64.08169,20.88515
54,11368.2203,47327.32682,110.80299,2164.09733,219.51713,39.29409,14.91712
54,11317.92906,2469.47416,258.80843,10715.04019,176.03222,40.77888,16.43073
54,11416.1785,6823.75386,126.41648,2724.90174,373.3422,74.5325,28.48857
54,11454.83157,1428.83045,117.65467,3523.68778,218.42936,33.2215,8.88969
54,11437.64136,3437.99272,228.00481,13877.9289,202.53454,51.31459,12.43059
54,11520.00383,4760.64941,193.94623,11983.0834,324.2668,66.7337,13.51507
54,11472.5345,48107.64644,100.22511,4094.26777,249.0466,43.3352,7.32083
54,11469.84276,3580.14933,255.10983,14149.80723,225.13252,51.68362,15.27884
54,11467.0684,6594.82533,259.64891,22778.06769,190.42416,55.35744,10.5905
54,11436.75016,47286.14564,172.20655,4149.4173,199.17024,42.38309,19.64055
54,11652.18612,51382.85842,178.48218,3510.43725,286.41274,35.11118,20.68343
54,11513.9041,8656.75915,414.13148,48933.9413,144.13918,56.1163,12.60255
54,11857.0484,8430.12209,113.36981,4170.6056,324.45296,50.19697,10.36237
54,12019.08512,3407.69881,220.53539,8106.9337,201.96893,38.36422,14.92999
54,11980.20964,45318.45508,132.67488,1995.29959,191.09809,27.55385,16.17761
54,12110.12033,5853.13432,207.39318,6813.54295,240.00516,42.24479,17.23683
55,5111.10958,40444.69016,150.47258,2936.33309,210.31064,31.89904,16.19584
55,5073.5978,46192.99441,147.70948,2504.2734,220.62165,34.1793,19.50936
55,5249.52398,2188.12773,139.51236,2395.96891,251.84824,36.17624,19.29181
55,5450.65545,6179.05181,82.37315,1568.29876,368.41655,52.74485,15.67967
55,5384.97179,44802.05715,199.3513,7651.73011,228.1136,33.84612,11.5558
55,5535.20712,25781.78955,151.24638,3634.68286,195.0878,30.17679,12.61861
55,5518.25819,47395.39386,110.29128,2066.96909,253.35416,40.58655,15.95453
55,5550.6144,17702.60466,141.28119,3524.20673,250.66438,36.68528,13.73234
55,5639.45018,660.38212,114.42078,1906.16975,251.60069,32.25929,14.8636
55,5684.02368,48871.69773,131.93178,2024.20464,254.65638,37.18981,21.0156
55,5894.95109,4786.70423,209.07537,10050.75167,346.39098,70.76844,19.71394
55,5711.71801,32386.48089,94.75417,1421.72126,241.11673,29.64927,12.87781
55,5766.82387,38306.2821,162.12048,4720.00611,274.69811,41.75303,15.18641
55,5935.04313,46972.80651,244.60602,7783.9684,221.1016,49.82436,24.48469
55,5847.93332,10739.27995,134.42527,3859.22067,343.54399,57.27021,17.53574
55,5937.13025,12228.67362,251.02443,12912.59057,293.73077,47.72297,14.99898
55,5869.43694,5993.23011,90.02098,2393.33079,388.68199,58.37757,13.43239
55,5844.97393,35009.67607,115.39866,2124.36917,244.16205,32.04746,13.50848
55,5891.96866,4719.06963,156.0758,6153.24848,370.78323,77.37245,19.78991
55,5953.797,8877.50739,127.37931,4321.13781,279.70389,45.31248,11.30739
55,5974.16375,33662.6274,116.64001,2937.00202,242.39882,34.35734,10.75001
55,5997.12921,43377.14394,95.63553,2303.3148,232.36958,34.75209,9.53199
55,6024.23853,2846.3956,133.97709,5007.80831,298.65967,44.81294,10.66241
55,6166.9303,46269.96916,272.23374,8517.55151,200.04313,36.075,20.18395
55,6011.36154,47000.5603,125.65578,2833.96327,248.75556,41.69444,15.3705
55,6197.10293,7582.52529,133.68361,2712.02443,304.63255,35.77957,15.58977
55,6154.96218,25662.8936,101.44509,3228.39272,212.43041,33.31539,7.39227
55,6148.51195,49767.82963,183.38142,4196.25891,294.02797,40.81824,21.1539
55,6296.94799,6811.76854,161.94636,5892.95955,301.12942,57.67322,16.64549
55,6272.88566,9747.99284,163.73908,19589.10283,302.09793,93.21778,8.29827
55,6261.12932,40483.91371,113.10278,2012.90359,208.71998,28.277,12.19849
55,6297.42294,45316.44521,118.21663,2739.84532,204.82475,34.28439,11.7643
55,6354.57556,4128.66448,124.80755,7962.64333,324.75347,50.00823,6.60453
55,6476.30878,14223.11177,205.53726,7744.33066,285.82087,54.09167,18.97366
55,6430.19033,10234.98708,173.82009,5331.00477,330.7746,65.36356,23.83117
55,6428.17956,12446.49241,93.16099,2295.90477,360.85367,51.07229,13.1046
55,6536.70697,15000.39337,241.51848,9980.29905,255.33681,46.83419,17.59751
55,6612.62144,3359.07023,200.21865,28297.52036,251.96537,148.11707,13.41552
55,6601.9857,11420.86156,180.57039,8425.18327,357.98272,73.91892,18.40278
55,6693.13991,13334.21485,359.85612,73759.06747,268.62366,75.48963,8.5172
55,6514.30951,18501.74458,103.40607,1506.37238,248.58099,31.74357,15.24483
55,6641.6035,33106.7276,328.85832,15755.43692,244.17966,40.34793,17.77399
55,6604.42086,43731.47723,163.12342,4718.93766,210.46806,35.42972,13.14657
55,6453.28669,46269.23004,158.21837,3581.56244,233.29645,30.69642,14.16489
55,6570.45203,47630.31009,276.02338,14544.84418,188.34554,41.51351,14.0449
55,6593.38513,5981.87807,110.98975,5796.008,341.97011,61.93806,8.82246
55,6785.68992,6301.40069,234.91,7257.63649,346.58638,73.53766,35.56182
55,6629.02,19250.50393,98.28955,1781.28327,242.74832,34.0661,12.60769
55,6640.30488,26256.35566,104.56766,2981.26161,200.90185,24.93422,6.52359
55,6673.96371,27122.41085,179.14091,6380.54913,193.4665,34.9663,11.58381
55,6561.59601,30681.71846,129.65214,5343.22749,247.87523,52.11807,10.85752
55,6682.57561,48185.13109,232.9859,12343.72922,243.84895,50.64014,14.35762
55,6675.25477,1870.60801,115.71428,4111.67855,239.8875,39.25498,8.66674
55,6744.07826,8620.89692,135.73061,7620.18372,275.59428,49.88253,8.04236
55,6664.05712,17352.93389,115.85874,4112.47012,296.10222,49.6715,10.83274
55,6659.94929,18075.283,42.57524,576.44817,266.43499,41.92888,11.01101
55,6692.57285,31538.58402,177.97206,7900.76971,238.87433,55.40514,14.39631
55,6689.48776,31583.63405,169.76644,7045.82321,243.84416,55.72054,14.7887
55,6628.21919,37889.01146,153.30842,19107.88639,318.82032,89.1276,7.17639
55,6733.8908,43123.93895,157.83377,5838.25099,210.57067,34.57473,9.82527
55,6835.11239,2854.09157,260.70625,50816.31548,140.06048,116.82654,9.98441
55,6700.07598,13291.45901,237.58319,24527.71737,439.71526,97.55267,14.3399
55,6891.65285,20239.56089,285.13725,22263.57095,157.77573,49.34167,11.63693
55,6755.12983,25653.61531,113.70442,5092.522,200.93455,33.61809,5.95416
55,6849.34689,35311.26741,179.29247,8246.54005,278.31124,58.73348,14.81449
55,6980.68075,39174.47064,294.51907,18977.27958,221.67961,58.52888,17.09805
55,6767.71803,52688.0355,89.41163,1763.39181,280.05215,54.81468,16.85746
55,6843.23506,9542.28429,85.34859,1223.48712,317.83294,53.07192,21.50517
55,6845.80196,10973.45695,144.93266,6099.37493,357.73677,63.99829,14.37283
55,6780.20644,32860.00779,182.05094,5733.68481,280.94697,42.99836,16.13803
55,6889.65695,42344.01341,125.07213,4406.43935,224.15985,44.46873,10.5298
55,6887.99712,48691.74722,118.66289,8355.73629,357.61972,68.52678,7.7057
55,6951.32092,4653.56186,74.82804,3575.41423,390.31688,93.7325,10.21858
55,6857.62945,11420.21777,145.25128,5491.73286,404.22243,65.26384,16.31597
55,6680.77857,13350.57463,241.91202,19930.50518,499.83027,74.02308,13.92686
55,7121.36049,15504.85539,470.88388,56896.19118,177.13445,59.53669,14.80096
55,7024.77419,36873.41495,337.22243,24618.04944,207.85895,49.66255,14.71392
55,6907.31732,39004.5381,155.70154,8383.14663,308.27519,62.70798,11.82827
55,7002.18712,50303.56874,214.78975,14639.17972,336.25008,65.1583,13.22333
55,6960.64395,20234.37223,341.04119,37724.63033,103.0469,48.79655,9.74422
55,6979.32198,38593.60592,122.35132,4281.43651,337.89094,65.86441,15.15027
55,7070.91341,10245.9716,167.361,5395.96733,308.15367,46.24888,15.62111
55,7110.74479,15982.47506,113.6041,6267.09747,348.15177,68.25286,9.36831
55,7053.97125,40932.25034,108.17251,1551.45706,218.27303,28.35929,14.48303
55,7111.16826,6330.77909,154.17354,9076.65183,351.02675,77.89997,13.24382
55,7220.08707,14132.64189,413.28996,114739.65725,0.65944,72.06195,6.92873
55,7128.65873,16049.89692,86.97908,2686.34769,390.09142,77.27175,14.77305
55,7196.14337,27730.84177,131.19872,7937.58554,236.51252,45.7842,6.70241
55,7145.04309,33417.89687,113.98684,1930.94178,329.81462,47.32295,21.05856
55,7280.50213,49665.26242,497.44011,121136.76546,0.00002,51.1076,6.81512
55,7461.24189,50784.7146,323.56829,52635.07041,345.94256,87.25774,11.08641
55,7275.03196,461.68227,116.26482,3322.47601,239.2363,29.81381,8.33969
55,7132.63106,4375.53951,246.22961,17738.56804,285.59147,84.00038,18.31109
55,7363.04103,12792.9061,594.39363,191457.26505,0.00001,64.31104,7.65561
55,7247.36453,30336.78994,87.72632,2062.93589,364.35737,126.66228,31.77021
55,7261.6619,31397.90016,176.66163,7027.55531,242.95422,44.96624,13.02558
55,7291.40922,7899.49144,119.30044,4447.80881,395.72583,72.74246,15.31882
55,7450.87992,29415.49361,284.18117,17559.83394,144.88132,46.15921,13.68151
55,7338.35937,42385.15041,133.1747,2700.25095,241.89782,38.74834,16.77427
55,7673.48866,53009.18576,365.61352,21022.07115,208.18826,49.95611,20.25552
55,7385.55686,6667.16525,192.43702,9818.3255,313.3035,63.35789,15.40356
55,7449.62877,7669.63398,289.33309,18063.93389,293.08901,67.24822,19.85509
55,7461.24177,11133.72354,89.53755,2441.28618,403.47657,53.30772,11.9514
55,7742.84877,32331.06188,116.41113,5292.7932,352.34701,70.58293,11.96126
55,7544.4354,15033.72214,67.72585,1176.1304,428.91351,62.75293,17.33446
55,7593.65583,30714.61796,106.58017,7262.68499,398.42321,84.80218,8.86046
55,7596.42562,34186.55551,106.99184,4770.42841,396.72598,65.26671,10.47733
55,7565.94162,50677.74078,113.52794,9183.34263,638.87875,94.25995,8.77593
55,7559.29169,51555.74318,187.72733,11778.67715,375.65725,76.85825,14.80423
55,7640.14425,19639.93692,105.92347,4352.4184,249.45246,32.83273,5.9498
55,7656.29578,35850.63996,119.33987,5149.41199,336.15078,49.49838,9.16932
55,7658.83827,36686.34798,106.98035,2621.91288,406.95446,54.97711,15.98411
55,7623.04133,3127.03862,219.87345,8593.53487,275.8216,42.82964,15.5788
55,7751.99089,11586.039,153.91371,2771.27145,391.19392,51.39656,28.41514
55,7705.69126,16203.4849,85.72092,1494.88209,389.46705,57.58465,19.25978
55,7793.80631,17122.08588,251.44441,12692.47091,306.77117,47.18518,15.13785
55,7743.95589,32302.13077,111.0097,4734.07637,363.2996,95.59582,16.41038
55,7709.77682,33248.00114,94.28451,1050.45144,343.37742,44.78976,25.4792
55,7955.73488,12964.87445,265.42118,23213.38091,420.0853,75.43889,14.63442
55,7777.24541,18257.0275,152.49241,3479.94835,291.43315,45.54999,19.80716
55,7836.3832,52707.31546,172.36268,4272.44495,406.70649,56.68754,25.38378
55,7790.00473,32169.07036,215.35208,19235.27705,207.07144,90.78098,14.02249
55,7869.24729,43584.37182,107.19487,1282.22604,223.34977,28.56141,17.25123
55,7891.66539,52837.75042,284.47382,22578.17185,274.2154,61.12726,14.04039
55,7937.5728,15270.67786,247.24181,16216.31096,275.1476,63.28062,15.29175
55,7972.19864,15324.93617,182.37753,7548.60688,330.94784,63.61889,18.06066
55,7852.89812,50853.1551,452.77682,95961.24145,289.89755,86.48114,11.7638
55,7933.80841,52904.31824,233.07224,15924.05606,277.03731,54.06994,11.92028
55,8102.22624,13147.07457,254.72056,25633.65051,384.59936,81.48148,13.19612
55,8189.64521,18893.90831,162.12614,5096.74111,278.90878,63.87228,21.2727
55,8244.16225,38752.95158,307.12812,16471.5961,256.31319,51.5886,18.87941
55,8048.81716,13098.4904,360.58373,64446.03885,267.07814,87.52908,11.26561
55,8201.15161,16171.83846,144.39017,7899.51064,345.30178,59.91545,10.38647
55,8157.47132,52150.92226,78.12451,1004.9601,372.66134,45.95875,19.31282
55,8304.6907,468.09049,117.46189,4798.86352,239.86945,37.51409,7.37023
55,8255.06389,16794.48574,109.19454,4748.59774,380.16824,56.07121,9.45576
55,8317.07967,19600.57588,109.76901,4411.97824,279.36606,41.02934,7.65406
55,8232.21714,36189.48661,133.63611,7205.98858,334.32781,66.75174,10.87767
55,8437.30401,17641.59181,174.4555,6806.96874,346.63877,62.36675,17.9969
55,8217.23795,18924.54867,172.30268,5890.53656,269.81665,57.8649,18.83724
55,8384.60559,33133.03909,97.08795,2017.65816,303.00985,43.59552,13.79242
55,8328.18357,34549.29441,123.9176,7199.59006,409.56164,69.68974,9.83054
55,8213.54024,37174.48524,186.06479,4972.61868,316.7686,47.10595,21.15459
55,8449.13204,14157.82967,124.444,7963.22604,328.74647,49.57905,6.51641
55,8323.60698,31109.87454,221.22401,6746.94363,201.55954,38.24323,17.92407
55,8499.35317,38780.0417,165.00178,3523.99895,345.03722,58.22115,28.97194
55,8517.43676,17886.70258,230.13078,15387.66009,207.86383,57.47794,12.75532
55,8653.57263,16387.49416,89.28537,1786.47433,344.76008,70.61091,21.25799
55,8485.29974,34402.74539,282.72704,21781.7285,300.00826,80.52452,18.80985
55,8698.65893,35510.45969,93.59928,2531.40886,268.66954,38.78384,9.26478
55,8727.06433,50862.09452,183.3363,8208.69166,470.80673,58.37833,15.44815
55,8727.92988,51527.05052,264.50027,10315.19163,368.44221,51.5996,22.35949
55,8745.81217,20028.36104,114.84521,3574.31407,275.29441,37.74722,9.43233
55,8666.96158,28708.4266,166.63515,2950.09712,235.60914,30.13084,18.55736
55,8873.99773,15250.89798,102.57824,3776.92453,346.69047,66.33851,12.37141
55,8769.12275,15800.92954,129.36179,4967.10927,266.74477,46.38249,10.39211
55,8957.36209,7180.46665,122.96648,2201.15892,269.38036,37.01725,16.85924
55,8919.59897,13135.82945,176.75998,12743.32991,359.6925,76.45419,12.12344
55,8921.672,13265.22603,190.74661,16884.22663,305.38827,71.68052,10.00898
55,8949.746,38746.32785,100.15722,3478.30818,363.65249,50.42619,9.86263
55,9001.97404,14766.45658,110.68684,4393.86686,352.50556,52.89791,9.89793
55,9082.11933,5851.71137,129.25891,2031.75232,254.60472,34.08103,18.51668
55,9204.73155,34996.44426,208.50913,10033.12583,288.36794,50.53934,14.15784
55,9203.53936,51046.31644,99.74943,4603.37765,529.32614,74.7014,10.84061
55,9205.98927,16643.74505,119.93392,6875.47743,281.11055,60.72507,8.47632
55,9195.97689,34951.15847,158.33652,4112.37129,353.78048,54.5416,21.52749
55,9127.29423,15166.81395,360.60871,28235.78032,175.53726,53.48506,15.75094
55,9300.85818,39170.19119,181.72421,5536.82397,237.361,44.88766,17.34776
55,9516.47528,14209.46314,116.61743,5810.74964,276.2709,42.17725,6.74011
55,9657.24339,37837.56621,292.40595,25921.04662,236.96095,67.44272,14.22751
55,9566.60731,50792.42034,339.40034,64883.43737,193.76384,98.12125,11.10458
55,9817.89463,12723.19592,270.71841,12898.87724,243.08339,53.05153,19.28079
55,9786.7515,45422.57988,106.6484,1392.83964,206.11742,24.41847,13.62255
55,9994.33672,43162.24998,133.33941,2413.8325,218.43498,25.30459,12.55162
55,9962.65986,37831.0137,175.0732,12725.84744,304.61956,62.84091,9.86301
55,10409.06523,50028.69881,71.47563,2263.71265,392.17856,71.04351,11.28551
55,10286.51879,839.66097,257.76082,12882.64113,238.36964,43.61812,14.51744
55,10325.9265,5940.59716,150.64521,2746.28722,282.94931,32.18399,17.47345
55,10254.39271,13264.12422,125.73878,8083.02015,327.94322,95.45912,12.23687
55,10490.80306,8078.22801,121.92774,2054.29034,310.54204,41.24558,19.70187
55,10378.51106,40237.11438,139.38052,8184.66737,215.50312,61.65674,9.63989
55,10419.62104,49396.61518,178.65334,3795.36846,234.15816,41.44269,22.52974
55,10422.85679,50890.39844,141.80916,7664.01771,312.58374,57.3356,9.91111
55,10491.83434,46817.75076,119.53293,1687.0915,249.13758,31.13934,17.57257
55,10458.10713,50019.46675,133.23073,8987.82837,300.19494,75.11716,9.75474
55,10591.32244,12422.40996,81.69137,1774.75038,280.74356,38.06661,10.03524
55,10321.4871,13296.06582,162.72702,11391.6393,274.84631,67.51706,10.23194
55,10719.99699,11906.51004,148.07766,7005.55411,280.25501,53.17128,10.93443
55,10656.44071,47786.24904,126.6324,3630.49757,226.8196,33.70019,10.0304
55,10912.18433,9850.84958,206.98354,12219.15996,251.4179,60.12961,13.59959
55,10792.97262,42915.72311,129.83198,3238.84053,195.30717,22.17703,8.04184
55,10907.63153,7335.72555,108.09955,2394.08893,309.37726,41.55397,13.61219
55,10997.16129,571.89941,121.61572,4114.10962,285.92453,60.79157,14.4108
55,10987.87463,8174.03351,132.65573,2506.33185,329.13209,44.81651,20.61708
55,10903.14238,11121.47742,211.07674,4661.64659,249.34503,41.25809,25.33319
55,11028.03899,48426.57072,116.04368,4105.65515,227.05033,33.7529,7.60013
55,11055.42675,2023.04952,181.27463,4323.00478,222.72844,30.22769,15.07308
55,11332.73899,9175.55814,198.02494,7758.66369,350.04531,80.67893,26.06861
55,10893.74789,12042.63104,296.2233,12696.92305,232.96055,48.69607,21.49458
55,11085.40136,41524.52062,106.09628,3494.70251,215.69171,37.63969,8.30771
55,11156.97774,51134.89469,232.95477,8011.46237,279.18813,41.61955,18.16337
55,11096.50435,3457.5835,334.1975,42292.70884,140.16703,50.22579,8.61645
55,11400.7042,1370.28694,175.01083,3507.98382,228.90139,35.42064,20.09679
55,11352.14683,9039.5272,131.50199,6701.08977,342.16792,73.5446,12.4432
55,11376.89106,49166.76637,279.79749,12723.39737,194.20972,33.65474,13.46076
55,11464.18869,50259.77146,220.17719,12791.06009,288.25121,46.95586,11.55953
55,11474.00391,44451.90177,102.62339,1748.87494,224.07217,40.58438,16.42134
55,11591.32948,47104.92277,129.68129,2393.78149,204.85818,29.99065,14.06551
55,11740.83285,2482.8298,139.65958,7702.84228,242.80942,52.21851,8.7677
55,11592.41791,5669.82677,210.44274,7221.37897,290.29878,55.75798,21.92848
55,11733.33153,6717.09808,217.40315,14509.13533,220.5508,58.13926,12.23322
55,11776.13844,7658.73579,114.66054,2351.95244,248.71141,38.05081,14.2209
55,11876.2689,44653.08828,89.78347,1707.48563,232.88319,37.2498,12.10685
55,12000.19277,4597.13415,223.02364,13641.37751,223.54234,55.76879,13.12031
55,11938.64932,46718.51607,115.21775,2569.14603,206.00071,31.59964,11.06183
55,12039.03743,4710.71537,177.53781,7453.06782,289.52227,70.0819,19.08017
55,12152.48458,5142.24758,141.5796,4866.00214,269.41993,57.3994,15.44605
56,5560.57102,5193.14806,255.89578,16328.24967,330.13882,61.40318,15.77668
56,5475.9456,37281.5185,121.14473,2476.33092,253.07001,33.4324,13.26589
56,5560.17548,47016.88615,166.87864,7234.17826,221.56879,38.69306,9.8557
56,5787.07259,4553.16228,147.06875,9176.35235,399.77703,59.86703,9.28422
56,5775.21952,7542.36024,128.78132,2778.18478,382.09141,53.79345,21.02161
56,5878.9441,7738.23942,264.76332,23621.99307,236.08372,67.75032,12.89371
56,5815.37636,38600.57745,117.56062,2379.10194,258.49364,31.5437,12.34678
56,5895.04225,48190.84226,180.52809,4674.78702,222.00929,25.34791,11.77449
56,5885.42007,5472.54634,298.12375,15739.04567,369.46788,64.98689,23.34316
56,5874.00044,9575.5556,118.80629,4894.32043,347.97757,59.66137,11.41459
56,5978.13885,39493.68182,281.34943,20098.55891,180.84744,71.1843,17.87697
56,5900.38793,45889.76239,116.38125,6487.6768,238.34655,39.55517,5.70797
56,5906.32404,7759.51554,254.74696,19817.27467,263.21453,69.60622,14.59521
56,5947.11118,11444.93704,142.13062,5513.62984,311.07675,46.29697,11.19883
56,5980.20772,18427.90028,138.43978,3872.22049,280.96017,47.59917,15.45664
56,5976.98115,33543.0618,116.77311,2517.60506,248.98967,32.46398,11.85831
56,5925.73497,43175.51589,120.24386,2021.40294,240.68516,33.17912,15.8232
56,5956.93346,44692.73788,119.29977,5719.95075,221.3948,28.41324,5.04293
56,5939.57673,49563.78858,156.92402,2731.04807,287.40789,34.0193,20.03307
56,6080.05772,3458.46722,162.56804,11008.77071,283.34532,53.80008,8.50461
56,6053.42513,17852.59961,150.52611,10609.2295,268.87081,61.61256,8.65692
56,6051.8135,41516.51778,115.59496,3347.35574,260.83716,39.62659,10.64393
56,6151.0119,4043.25769,99.38538,3962.3087,402.27413,69.38523,11.61822
56,6122.41251,10490.61892,122.48574,6274.37921,322.29149,45.63847,7.37119
56,6198.90208,16359.1991,207.18362,5272.86265,255.50089,38.56176,20.26521
56,6438.37936,36192.6783,250.35802,11646.82331,267.71825,51.78418,17.87272
56,6121.87226,43801.569,112.30136,2049.33621,235.38496,27.88769,11.68298
56,6176.51935,50633.48641,165.36933,6427.59396,260.09737,36.0934,10.17797
56,6205.25484,39705.20642,86.80084,2615.7634,301.12401,59.15358,11.65998
56,6137.78704,40430.04441,169.66324,7699.55523,220.22261,42.38702,10.42858
56,6258.85581,6299.30078,130.90196,6921.0829,408.09699,62.33209,10.1868
56,6312.69586,10933.92168,74.02793,1541.5071,366.39501,64.85321,16.06207
56,6272.45759,13017.2011,132.8999,5491.67398,362.99324,59.53527,12.58714
56,6334.93695,15641.60127,231.19716,9767.02689,268.29324,47.22489,16.64217
56,6433.75915,9654.82547,158.55696,6846.73006,331.37153,63.79138,15.20112
56,6376.25634,14746.22351,139.28807,9162.20244,309.70662,60.04985,8.40974
56,6403.48954,32278.49154,130.39466,6433.91971,232.25976,45.9832,8.14222
56,6170.76799,4046.7994,112.25647,4807.04412,378.39116,62.80201,10.96723
56,6528.83069,13673.34046,160.63741,4288.68539,367.49543,59.93255,23.29026
56,6396.71852,18960.77575,147.61646,2735.58355,249.84581,31.82206,16.69338
56,6466.03894,36104.25068,95.14628,2876.41725,337.74488,59.8917,12.73245
56,6593.34022,2245.6925,186.47688,3989.98892,253.96095,40.83587,22.97434
